File Name,URL,player_id,DateTimeOriginal,Date,TimeOfDay,NoOfFaces,Focus,Shot Type,event_id,mood_id,action_id,caption,apparel,brands_and_logos,sublocation_id,Location,Make,Model,Copyright,Photographer
JSB07339.jpg,https://drive.google.com/file/d/1d3LA5Bohr-kjyPMDZbC69BVsRt85d0-E/view?usp=drivesdk,p22,2025/02/04 16:16,2025/02/04,Evening,1,"Solo,Alone",Wide shot,e1,m1,a1,A cricketer in green throws the ball with focused intensity during a practice session,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07329.jpg,https://drive.google.com/file/d/15cV55MWk4lfhHs_JyE48mW7mIp0zX3Fp/view?usp=drivesdk,p7,2025/02/04 16:13,2025/02/04,Evening,1,"Solo,Alone",Close shot,e1,m1,a2,"A cricketer behind the net, eyes locked in focus",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07335.jpg,https://drive.google.com/file/d/1w-kOipw6cs6F_8pscrzl8gBXUiRUODTr/view?usp=drivesdk,"p23,p25,p6,p13",2025/02/04 16:15,2025/02/04,Evening,4,"Group,together",Wide shot,e1,m1,a3,Coaches sit relaxed on a bench during training,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07309.jpg,https://drive.google.com/file/d/1kRy1pBSYYfF0DmEdmLLJpUK9ZdywVdoQ/view?usp=drivesdk,p5,2025/02/04 16:11,2025/02/04,Evening,1,"Solo,Alone",Wide shot,e1,m1,a4,A cricketer plays a defensive shot with intense focus.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07281.jpg,https://drive.google.com/file/d/1ubCTw5sLiRQMrDU7qM_pVeQwz6VrsMNO/view?usp=drivesdk,p5,2025/02/04 16:05,2025/02/04,Evening,1,"Solo,Alone",Close shot,e1,m1,a4,A cricketer focuses intensely as he strikes a shot.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07299.jpg,https://drive.google.com/file/d/1w2dMnX_e6PcLPNIkRv5RktcTM9_iy3v0/view?usp=drivesdk,p7,2025/02/04 16:09,2025/02/04,Evening,1,"Solo,Alone",Wide shot,e1,m1,a4,A cricketer powerfully drives the ball during practice with intense focus.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07289.jpg,https://drive.google.com/file/d/10oaYjBoUWeQ-Fsq-L4hxvRLlFV6MEihO/view?usp=drivesdk,p5,2025/02/04 16:07,2025/02/04,Evening,1,"Solo,Alone",Close shot,e1,m1,a4,A focused cricketer prepares to strike during practice.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07280.jpg,https://drive.google.com/file/d/19LwHJhBotxUA_qWM90JHzUsXIrUqG2vJ/view?usp=drivesdk,p23,2025/02/04 16:04,2025/02/04,Evening,1,"Solo,Alone",Close shot,e1,m1,a3,"A pensive cricket coach sits on the steps, holding a glove.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s9,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07275.jpg,https://drive.google.com/file/d/1_Lz423ugp0HMO9eeuwfUlzXbhr-hJglI/view?usp=drivesdk,p23,2025/02/04 16:02,2025/02/04,Evening,1,"Solo,Alone",Wide shot,e1,m1,a5,A cricket coach in green walks purposefully with a glove in hand during practice.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07265.jpg,https://drive.google.com/file/d/1o_lmzpIRCcoLefhfCk0P2UwWms6zIRNT/view?usp=drivesdk,p6,2025/02/04 15:59,2025/02/04,Afternoon,1,"Solo,Alone",Close shot,e1,m1,a6,A coach catches a ball with a focused expression during a stadium practice session.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07273.jpg,https://drive.google.com/file/d/1Dl6A7JqICNft20m11lFo-qxUJqh9x0VA/view?usp=drivesdk,p27,2025/02/04 16:01,2025/02/04,Evening,1,"Solo,Alone",Wide shot,e1,m1,a7,"A cricketer in green stands pensively on the pitch, bat and pads in hand, waiting his turn on the lush field",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07243.jpg,https://drive.google.com/file/d/1vu3pDFSZUYrs4Qhzsr2bxIFn9mpNvdC7/view?usp=drivesdk,p26,2025/02/04 15:58,2025/02/04,Afternoon,1,"Solo,Alone",Close shot,e1,m1,a1,A cricket bowler in a green jersey delivers the ball with intense focus during a sunny practice session.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07235.jpg,https://drive.google.com/file/d/1336UHXJK1VZ2kf8POHAlihCFGn1L-bsv/view?usp=drivesdk,p17,2025/02/04 15:56,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"A cricket bowler, mid-air, delivers the ball with intense concentration",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07201.jpg,https://drive.google.com/file/d/1o9kMaqNsaq8Wt4DtcYA6BUmW895QVo8O/view?usp=drivesdk,p17,2025/02/04 15:54,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,A cricket bowler in a green jersey delivers the ball during a sunny outdoor practice session,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07164.jpg,https://drive.google.com/file/d/1aQLHER1VEFWVC95snoSS46A1ciNAXZVI/view?usp=drivesdk,p26,2025/02/04 15:48,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"A cricketer in mid-air, delivering a ball during a Practice session",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07178.jpg,https://drive.google.com/file/d/1jAxTyN_adiRVrKQ-dmoHvjk-aPkg9O-S/view?usp=drivesdk,p17,2025/02/04 15:51,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,A cricket bowler leaps and delivers a ball.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07158.jpg,https://drive.google.com/file/d/13ODVlGapNhxK1PMo0DAwBWsWQ2DGEZFU/view?usp=drivesdk,p26,2025/02/04 15:48,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,A cricketer in a green bowls with focus.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07127.jpg,https://drive.google.com/file/d/1lw3XrCGO5t_spdqQ804-_Pi2jmFUDm-S/view?usp=drivesdk,p17,2025/02/04 15:46,2025/02/04,Afternoon,1,"Solo,Alone",Close shot,e2,m1,a1,"A young cricketer in green, dives low to field the ball.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07134.jpg,https://drive.google.com/file/d/1mRYECLvYv8okeXmkyaYs6cx2HQ08RChX/view?usp=drivesdk,p26,2025/02/04 15:46,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"Cricketer practices bowling during training, his focused expression highlighting his concentration.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07105.jpg,https://drive.google.com/file/d/19MZm38fDaJ9brjGFgSe6nv8YtmePoaw5/view?usp=drivesdk,p17,2025/02/04 15:44,2025/02/04,Afternoon,1,"Solo,Alone",Close shot,e1,m1,a1,"Bowler in green, focused and mid-delivery, prepares to bowl.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07120.jpg,https://drive.google.com/file/d/1rnhn4uq5JWlKagAFV2CXs_jW3NpUOrS3/view?usp=drivesdk,p17,2025/02/04 15:46,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"A player runs to bowl during practice, focused and determined",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07102.jpg,https://drive.google.com/file/d/1K1mxOL0_F58UrefdzYLoG37ULlHDXNfi/view?usp=drivesdk,p17,2025/02/04 15:44,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"A bowler in mid-air, delivers the ball with a focused expression ",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s3,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07101.jpg,https://drive.google.com/file/d/17ehia0MrDSpGgk0yI2RWtyRhh0L1Kpet/view?usp=drivesdk,p17,2025/02/04 15:44,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"A cricket bowler in green leaps, ball in hand looking determined during practice.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07084.jpg,https://drive.google.com/file/d/1ubbH3aFBjbuh3okB7yuxEU8xDLueddhi/view?usp=drivesdk,p26,2025/02/04 15:43,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"A bowler, mid-delivery, focuses intently, his expression and pose capturing the session's intensity",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s2,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07080.jpg,https://drive.google.com/file/d/1X5BFCZjr2hTPIFA6RUW3Vk20RYg-1ZdD/view?usp=drivesdk,p26,2025/02/04 15:43,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"A cricket bowler delivers a ball during a Practice session, his focused expression evident.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07079.jpg,https://drive.google.com/file/d/1m_cm4985EMa3QqlHLiXBfCo2MkvhrWMw/view?usp=drivesdk,p26,2025/02/04 15:43,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,"South African cricketer leaps, delivering a ball during a sunny training session.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07065.jpg,https://drive.google.com/file/d/1fISw9NM_z5pRgoaFCPtxkQb2Nr_NpSVu/view?usp=drivesdk,p17,2025/02/04 15:42,2025/02/04,Afternoon,1,"Solo,Alone",Wide shot,e1,m1,a1,Bowler in green delivers a ball with a focused expression and athletic stance.,Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
JSB07054.jpg,https://drive.google.com/file/d/1KkrmeG_MhyCWqomTsnDJG_uIT5gvUQuJ/view?usp=drivesdk,p23,2025/02/04 15:39,2025/02/04,Afternoon,1,"Solo,Alone",Close shot,e1,m1,a8,"Stephen Fleming, coach of the Johannesburg Super Kings, looks on thoughtfully during practice.",Practice Jersey,"{Betway, Mahindra, Peach Payments,Joburg Super Kings,FedEx,Betway,SA20}",s1,,SONY,ILCE-7M4,CHENNAI SUPER KINGS,Siddharth K
